timestamp,Open,High,Low,Close,Volume,MA,Disparity,position,position_change,buy_signal,sell_signal,daily_return,cumulative_return,buy_hold_return
2018-02-15,10473000.0,11459000.0,10355000.0,11357000.0,26678.52011813,10277100.0,110.50782808379796,1,0.0,0,0,0.0,1.0,0.6021739130434782
2018-02-16,11357000.0,11800000.0,11151000.0,11462000.0,20284.75192278,10205200.0,112.31529024418924,1,0.0,0,0,0.0,1.0,0.6077412513255568
2018-02-17,11452000.0,12318000.0,11400000.0,12300000.0,34046.21887429,10152600.0,121.15123219667869,1,0.0,0,0,0.0,1.0,0.6521739130434783
2018-02-18,12300000.0,12755000.0,11522000.0,11966000.0,44163.19851131,10105450.0,118.4113522901009,1,0.0,0,0,0.0,1.0,0.6344644750795334
2018-02-19,11966000.0,12663000.0,11862000.0,12649000.0,22700.15187526,10156550.0,124.54032127051016,1,0.0,0,0,0.0,1.0,0.67067868504772
2018-02-20,12649000.0,14149000.0,12645000.0,13548000.0,41015.58477391,10262500.0,132.01461632155906,1,0.0,0,0,0.0,1.0,0.7183457051961823
2018-02-21,13542000.0,13650000.0,12411000.0,12815000.0,37637.76832665,10399750.0,123.22411596432607,1,0.0,0,0,0.0,1.0,0.6794803817603393
2018-02-22,12823000.0,13031000.0,11660000.0,11763000.0,37219.85617238,10517400.0,111.84323121684065,1,0.0,0,0,0.0,1.0,0.6237009544008484
2018-02-23,11761000.0,12170000.0,11271000.0,12065000.0,31053.11554548,10644650.0,113.34332270201463,1,0.0,0,0,0.0,1.0,0.6397136797454931
2018-02-24,12065000.0,12359000.0,11281000.0,11553000.0,21762.37417394,10777300.0,107.19753556085476,1,0.0,0,0,0.0,1.0,0.6125662778366914
2018-02-25,11553000.0,11613000.0,10805000.0,11230000.0,16499.63847015,10947200.0,102.58330897398422,1,0.0,0,0,0.0,1.0,0.5954400848356309
2018-02-26,11230000.0,11884000.0,10828000.0,11773000.0,24307.10812212,11103750.0,106.02724304851965,1,0.0,0,0,0.0,1.0,0.6242311770943796
2018-02-27,11778000.0,12165000.0,11463000.0,11951000.0,20616.46007981,11281950.0,105.93026914673437,1,0.0,0,0,0.0,1.0,0.6336691410392364
2018-02-28,11957000.0,12405000.0,11777000.0,11860000.0,21114.42802459,11400950.0,104.02641885106065,1,0.0,0,0,0.0,1.0,0.6288441145281018
2018-03-01,11865000.0,12250000.0,11603000.0,12214000.0,20882.28518046,11515200.0,106.0685007642073,1,0.0,0,0,0.0,1.0,0.6476139978791092
2018-03-02,12214000.0,12581000.0,12123000.0,12465000.0,23945.11755659,11640500.0,107.08302907950689,1,0.0,0,0,0.0,1.0,0.6609225874867445
2018-03-03,12465000.0,12831000.0,12347000.0,12831000.0,18163.17519084,11816050.0,108.58958789104649,1,0.0,0,0,0.0,1.0,0.6803287380699894
2018-03-04,12831000.0,12840000.0,12255000.0,12592000.0,16125.74325513,11938650.0,105.47256180556428,1,0.0,0,0,0.0,1.0,0.6676564156945918
2018-03-05,12592000.0,12899000.0,12451000.0,12746000.0,13919.50036247,12080650.0,105.5075678874895,1,0.0,0,0,0.0,1.0,0.6758218451749735
2018-03-06,12745000.0,12746000.0,11900000.0,12023000.0,15007.19978396,12158150.0,98.8883999621653,0,-1.0,0,1,0.14341678525885304,1.143416785258853,0.6374867444326617
2018-03-07,12023000.0,12221000.0,10900000.0,11200000.0,29131.72046073,12150300.0,92.1787939392443,0,0.0,0,0,0.0,1.143416785258853,0.5938494167550371
2018-03-08,11200000.0,11347000.0,10473000.0,10517000.0,21348.23284178,12103050.0,86.89545197284983,0,0.0,0,0,0.0,1.143416785258853,0.5576352067868505
2018-03-09,10519000.0,10644000.0,9306000.0,10418000.0,36119.23291786,12008950.0,86.75196416006395,0,0.0,0,0,0.0,1.143416785258853,0.5523860021208907
2018-03-10,10418000.0,10537000.0,9802000.0,9863000.0,16901.3779678,11903800.0,82.85589475629631,0,0.0,0,0,0.0,1.143416785258853,0.5229586426299045
2018-03-11,9863000.0,10636000.0,9552000.0,10520000.0,22131.28254155,11797350.0,89.17256841578829,0,0.0,0,0,0.0,1.143416785258853,0.5577942735949099
2018-03-12,10519000.0,10879000.0,9895000.0,10213000.0,23224.57971188,11630600.0,87.81146286520041,0,0.0,0,0,0.0,1.143416785258853,0.5415164369034995
2018-03-13,10213000.0,10355000.0,9900000.0,10168000.0,16134.0145346,11498250.0,88.430848172548,0,0.0,0,0,0.0,1.143416785258853,0.5391304347826087
2018-03-14,10167000.0,10265000.0,9000000.0,9153000.0,19491.85046288,11367750.0,80.51725275450286,0,0.0,0,0,0.0,1.143416785258853,0.48531283138918346
2018-03-15,9141000.0,9300000.0,8438000.0,9115000.0,28078.89544603,11220250.0,81.23704908535906,0,0.0,0,0,0.0,1.143416785258853,0.4832979851537646
2018-03-16,9115000.0,9310000.0,8763000.0,9095000.0,14610.88215893,11097350.0,81.95650312912542,0,0.0,0,0,0.0,1.143416785258853,0.48223753976670203
2018-03-17,9095000.0,9150000.0,8521000.0,8667000.0,9640.05582315,10969200.0,79.01214309156548,0,0.0,0,0,0.0,1.143416785258853,0.4595440084835631
2018-03-18,8667000.0,9080000.0,8056000.0,9018000.0,20951.81009811,10831450.0,83.25755092808443,0,0.0,0,0,0.0,1.143416785258853,0.47815482502651113
2018-03-19,9018000.0,9755000.0,8870000.0,9718000.0,26470.16482589,10719800.0,90.65467639321629,0,0.0,0,0,0.0,1.143416785258853,0.515270413573701
2018-03-20,9718000.0,9996000.0,9160000.0,9829000.0,20520.44702784,10618250.0,92.56704259176418,0,0.0,0,0,0.0,1.143416785258853,0.5211558854718982
2018-03-21,9826000.0,10165000.0,9738000.0,9919000.0,16611.83303474,10503500.0,94.43518827057648,0,0.0,0,0,0.0,1.143416785258853,0.5259278897136798
2018-03-22,9919000.0,10050000.0,9505000.0,9783000.0,12988.83698289,10369400.0,94.34489941558817,0,0.0,0,0,0.0,1.143416785258853,0.5187168610816543
2018-03-23,9779000.0,9850000.0,9253000.0,9847000.0,15006.67818287,10220200.0,96.34840805463689,0,0.0,0,0,0.0,1.143416785258853,0.5221102863202545
2018-03-24,9847000.0,10000000.0,9550000.0,9580000.0,16804.4057451,10069600.0,95.13784062922063,0,0.0,0,0,0.0,1.143416785258853,0.5079533404029692
2018-03-25,9580000.0,9649000.0,9408000.0,9477000.0,11031.07579798,9906150.0,95.66784270377494,0,0.0,0,0,0.0,1.143416785258853,0.502492046659597
2018-03-26,9480000.0,9570000.0,8801000.0,9052000.0,13942.96366853,9757600.0,92.76871361810282,0,0.0,0,0,0.0,1.143416785258853,0.4799575821845175
2018-03-27,9054000.0,9141000.0,8520000.0,8651000.0,14209.6371507,9630150.0,89.83245328473596,0,0.0,0,0,0.0,1.143416785258853,0.45869565217391306
2018-03-28,8651000.0,8886000.0,8560000.0,8730000.0,9953.7299998,9540800.0,91.50176085862822,0,0.0,0,0,0.0,1.143416785258853,0.4628844114528102
2018-03-29,8730000.0,8766000.0,7780000.0,7915000.0,18276.83128802,9415650.0,84.06217308417368,0,0.0,0,0,0.0,1.143416785258853,0.4196712619300106
2018-03-30,7911000.0,8090000.0,7431000.0,7602000.0,21297.75214749,9302600.0,81.71908928686604,0,0.0,0,0,0.0,1.143416785258853,0.40307529162248146
2018-03-31,7602000.0,7934000.0,7540000.0,7697000.0,13024.44541947,9161450.0,84.01508494834333,0,0.0,0,0,0.0,1.143416785258853,0.40811240721102865
2018-04-01,7688000.0,7774000.0,7087000.0,7482000.0,16446.53644957,9024900.0,82.90396569491074,0,0.0,0,0,0.0,1.143416785258853,0.39671261930010604
2018-04-02,7486000.0,7851000.0,7390000.0,7710000.0,15765.52176574,8902000.0,86.60975061783869,0,0.0,0,0,0.0,1.143416785258853,0.4088016967126193
2018-04-03,7713000.0,8175000.0,7643000.0,8092000.0,21006.76635312,8848950.0,91.44587775950819,0,0.0,0,0,0.0,1.143416785258853,0.42905620360551433
2018-04-04,8091000.0,8120000.0,7403000.0,7492000.0,16809.36722484,8767800.0,85.44902940304296,0,0.0,0,0,0.0,1.143416785258853,0.39724284199363735
2018-04-05,7492000.0,7834000.0,7188000.0,7408000.0,32381.00201758,8683450.0,85.31171366219648,0,0.0,0,0,0.0,1.143416785258853,0.3927889713679745
2018-04-06,7408000.0,7488000.0,7125000.0,7280000.0,9428.54399951,8614100.0,84.51260143253504,0,0.0,0,0,0.0,1.143416785258853,0.3860021208907741
2018-04-07,7277000.0,7673000.0,7232000.0,7533000.0,12182.3813802,8539850.0,88.20998026897428,0,0.0,0,0,0.0,1.143416785258853,0.3994167550371156
2018-04-08,7533000.0,7657000.0,7480000.0,7622000.0,11679.05867346,8435050.0,90.36105298723778,0,0.0,0,0,0.0,1.143416785258853,0.404135737009544
2018-04-09,7621000.0,7752000.0,7290000.0,7450000.0,16765.03922053,8316100.0,89.58526232248289,0,0.0,0,0,0.0,1.143416785258853,0.39501590668080594
2018-04-10,7449000.0,7468000.0,7263000.0,7428000.0,12263.5228475,8191550.0,90.67880926076262,0,0.0,0,0,0.0,1.143416785258853,0.3938494167550371
2018-04-11,7428000.0,7483000.0,7351000.0,7429000.0,13067.55564243,8073850.0,92.01310403339176,0,0.0,0,0,0.0,1.143416785258853,0.39390243902439026
2018-04-12,7432000.0,8280000.0,7200000.0,8121000.0,40389.83330536,7987550.0,101.67072506588377,1,1.0,1,0,0.0,1.143416785258853,0.43059384941675505
2018-04-13,8125000.0,8625000.0,7925000.0,8375000.0,29730.02055218,7927300.0,105.647572313398,1,0.0,0,0,0.0,1.143416785258853,0.44406150583244963
2018-04-14,8375000.0,8575000.0,8120000.0,8350000.0,18691.42301782,7870950.0,106.08630470273602,1,0.0,0,0,0.0,1.143416785258853,0.4427359490986214
2018-04-15,8349000.0,8710000.0,8250000.0,8663000.0,15472.99524881,7851500.0,110.33560466152966,1,0.0,0,0,0.0,1.143416785258853,0.4593319194061506
2018-04-16,8665000.0,8840000.0,8449000.0,8663000.0,17194.39323556,7852100.0,110.32717362234308,1,0.0,0,0,0.0,1.143416785258853,0.4593319194061506
2018-04-17,8663000.0,8704000.0,8360000.0,8450000.0,24694.92021697,7838100.0,107.80673887804441,1,0.0,0,0,0.0,1.143416785258853,0.44803817603393425
2018-04-18,8450000.0,8679000.0,8445000.0,8652000.0,20637.8768936,7874950.0,109.86736423723325,1,0.0,0,0,0.0,1.143416785258853,0.45874867444326617
2018-04-19,8652000.0,8999000.0,8601000.0,8994000.0,28767.85905612,7944550.0,113.2096846265679,1,0.0,0,0,0.0,1.143416785258853,0.47688229056203607
2018-04-20,8994000.0,9666000.0,8710000.0,9552000.0,25528.47959504,8037300.0,118.84588107946699,1,0.0,0,0,0.0,1.143416785258853,0.5064687168610816
2018-04-21,9552000.0,9845000.0,9285000.0,9735000.0,18553.75599688,8149950.0,119.44858557414462,1,0.0,0,0,0.0,1.143416785258853,0.5161717921527041
2018-04-22,9735000.0,9757000.0,9500000.0,9602000.0,12583.32708627,8244550.0,116.46481615127568,1,0.0,0,0,0.0,1.143416785258853,0.5091198303287381
2018-04-23,9602000.0,9771000.0,9530000.0,9760000.0,12885.92089887,8327950.0,117.19570842764426,1,0.0,0,0,0.0,1.143416785258853,0.5174973488865323
2018-04-24,9758000.0,10670000.0,9730000.0,10505000.0,23344.4840328,8478600.0,123.90017219824028,1,0.0,0,0,0.0,1.143416785258853,0.556998939554613
2018-04-25,10505000.0,10755000.0,9723000.0,9829000.0,25689.72597052,8599650.0,114.29534922932909,1,0.0,0,0,0.0,1.143416785258853,0.5211558854718982
2018-04-26,9829000.0,10508000.0,9510000.0,10130000.0,22295.30584657,8742150.0,115.87538534571016,1,0.0,0,0,0.0,1.143416785258853,0.5371155885471898
2018-04-27,10130000.0,10200000.0,9778000.0,9819000.0,17528.43197899,8856450.0,110.86835018545807,1,0.0,0,0,0.0,1.143416785258853,0.5206256627783669
2018-04-28,9821000.0,10118000.0,9750000.0,10043000.0,12164.64763884,8977500.0,111.86856028961292,1,0.0,0,0,0.0,1.143416785258853,0.5325026511134676
2018-04-29,10043000.0,10256000.0,9894000.0,10187000.0,14834.01522815,9114350.0,111.76880413852881,1,0.0,0,0,0.0,1.143416785258853,0.5401378579003181
2018-04-30,10187000.0,10292000.0,9934000.0,10138000.0,14851.10015753,9249850.0,109.60177732611879,1,0.0,0,0,0.0,1.143416785258853,0.5375397667020149
2018-05-01,10135000.0,10144000.0,9740000.0,9896000.0,15399.91370228,9373200.0,105.57760423334615,1,0.0,0,0,0.0,1.143416785258853,0.5247083775185578
2018-05-02,9896000.0,10078000.0,9811000.0,10032000.0,11828.98111498,9468750.0,105.94851485148516,1,0.0,0,0,0.0,1.143416785258853,0.5319194061505832
2018-05-03,10032000.0,10785000.0,10010000.0,10683000.0,20391.11856627,9584150.0,111.46528382798684,1,0.0,0,0,0.0,1.143416785258853,0.5664369034994697
2018-05-04,10670000.0,10901000.0,10500000.0,10645000.0,12582.44048262,9698900.0,109.75471445215436,1,0.0,0,0,0.0,1.143416785258853,0.5644220572640509
2018-05-05,10645000.0,10907000.0,10621000.0,10820000.0,9581.87522246,9806750.0,110.33216916919469,1,0.0,0,0,0.0,1.143416785258853,0.5737009544008483
2018-05-06,10820000.0,10963000.0,10500000.0,10684000.0,8806.00591903,9907800.0,107.83423161549486,1,0.0,0,0,0.0,1.143416785258853,0.566489925768823
2018-05-07,10684000.0,10721000.0,10264000.0,10422000.0,8143.48490464,10006400.0,104.15334186120884,1,0.0,0,0,0.0,1.143416785258853,0.5525980911983033
2018-05-08,10439000.0,10499000.0,10130000.0,10233000.0,7651.23404175,10085450.0,101.46299867631092,1,0.0,0,0,0.0,1.143416785258853,0.542576882290562
2018-05-09,10230000.0,10433000.0,9917000.0,10405000.0,9955.39479461,10156000.0,102.45175265852697,1,0.0,0,0,0.0,1.143416785258853,0.5516967126193001
2018-05-10,10405000.0,10474000.0,9895000.0,9976000.0,9077.78269458,10177200.0,98.02303187517195,0,-1.0,0,1,0.22351627246676453,1.398989042975843,0.5289501590668081
2018-05-11,9976000.0,9985000.0,8788000.0,9256000.0,20997.66993227,10153250.0,91.16292812646198,0,0.0,0,0,0.0,1.398989042975843,0.4907741251325557
2018-05-12,9257000.0,9644000.0,9014000.0,9481000.0,10980.18990988,10147200.0,93.43464206874803,0,0.0,0,0,0.0,1.398989042975843,0.5027041357370096
2018-05-13,9480000.0,9851000.0,9360000.0,9803000.0,8513.44899868,10149350.0,96.58746619241626,0,0.0,0,0,0.0,1.398989042975843,0.5197773064687169
2018-05-14,9804000.0,9935000.0,9400000.0,9797000.0,12813.13382791,10113950.0,96.86620954226588,0,0.0,0,0,0.0,1.398989042975843,0.5194591728525981
2018-05-15,9802000.0,9879000.0,9458000.0,9500000.0,8325.82703617,10097500.0,94.08269373607328,0,0.0,0,0,0.0,1.398989042975843,0.503711558854719
2018-05-16,9500000.0,9542000.0,9015000.0,9297000.0,12218.79341156,10055850.0,92.45364638494011,0,0.0,0,0,0.0,1.398989042975843,0.49294803817603394
2018-05-17,9297000.0,9390000.0,9020000.0,9090000.0,6921.98679007,10019400.0,90.72399544882927,0,0.0,0,0,0.0,1.398989042975843,0.48197242841993637
2018-05-18,9072000.0,9186000.0,8881000.0,9165000.0,5904.08097087,9975500.0,91.87509398025162,0,0.0,0,0,0.0,1.398989042975843,0.485949098621421
2018-05-19,9165000.0,9299000.0,9068000.0,9112000.0,6285.06750236,9921750.0,91.83863733716329,0,0.0,0,0,0.0,1.398989042975843,0.4831389183457052
2018-05-20,9112000.0,9398000.0,9051000.0,9370000.0,4901.03255016,9883350.0,94.80591095124629,0,0.0,0,0,0.0,1.398989042975843,0.4968186638388123
2018-05-21,9370000.0,9439000.0,9279000.0,9345000.0,4741.95012493,9855800.0,94.81726496073378,0,0.0,0,0,0.0,1.398989042975843,0.4954931071049841
2018-05-22,9345000.0,9356000.0,8931000.0,8940000.0,4999.60324703,9801200.0,91.21332081785903,0,0.0,0,0,0.0,1.398989042975843,0.4740190880169671
2018-05-23,8940000.0,9020000.0,8433000.0,8483000.0,8085.0532098,9691200.0,87.53301964668978,0,0.0,0,0,0.0,1.398989042975843,0.44978791092258746
2018-05-24,8483000.0,8767000.0,8185000.0,8415000.0,8771.34270455,9579700.0,87.84199922753322,0,0.0,0,0,0.0,1.398989042975843,0.44618239660657477
2018-05-25,8415000.0,8480000.0,8180000.0,8317000.0,4317.19540355,9454550.0,87.96822693835243,0,0.0,0,0,0.0,1.398989042975843,0.4409862142099682
2018-05-26,8317000.0,8420000.0,8122000.0,8162000.0,3099.59149706,9328450.0,87.49577904153423,0,0.0,0,0,0.0,1.398989042975843,0.4327677624602333
2018-05-27,8162000.0,8216000.0,8040000.0,8182000.0,2635.09988761,9216450.0,88.7760471765159,0,0.0,0,0,0.0,1.398989042975843,0.43382820784729587
2018-05-28,8182000.0,8261000.0,7858000.0,7903000.0,5922.32658056,9099950.0,86.84663102544519,0,0.0,0,0,0.0,1.398989042975843,0.41903499469777306
2018-05-29,7903000.0,8360000.0,7813000.0,8299000.0,6682.61704253,8994650.0,92.2659580973134,0,0.0,0,0,0.0,1.398989042975843,0.4400318133616119
2018-05-30,8300000.0,8436000.0,8100000.0,8207000.0,6755.11057646,8906200.0,92.14928925916777,0,0.0,0,0,0.0,1.398989042975843,0.4351537645811241
2018-05-31,8198000.0,8375000.0,8110000.0,8282000.0,4978.12880286,8857500.0,93.5026813434942,0,0.0,0,0,0.0,1.398989042975843,0.4391304347826087
2018-06-01,8278000.0,8370000.0,8139000.0,8282000.0,3751.37371919,8797550.0,94.13984575251064,0,0.0,0,0,0.0,1.398989042975843,0.4391304347826087
2018-06-02,8282000.0,8425000.0,8211000.0,8339000.0,3557.44198334,8724350.0,95.58305203252965,0,0.0,0,0,0.0,1.398989042975843,0.442152704135737
2018-06-03,8338000.0,8443000.0,8297000.0,8419000.0,3755.93937776,8655450.0,97.26819518338156,0,0.0,0,0,0.0,1.398989042975843,0.44639448568398726
2018-06-04,8419000.0,8477000.0,8206000.0,8248000.0,3615.54200858,8592850.0,95.9867797063838,0,0.0,0,0,0.0,1.398989042975843,0.43732767762460234
2018-06-05,8241000.0,8400000.0,8130000.0,8360000.0,3715.39795807,8546000.0,97.82354317809502,0,0.0,0,0,0.0,1.398989042975843,0.4432661717921527
2018-06-06,8359000.0,8400000.0,8208000.0,8359000.0,3334.03058018,8509450.0,98.23196563820224,0,0.0,0,0,0.0,1.398989042975843,0.44321314952279955
2018-06-07,8358000.0,8490000.0,8330000.0,8375000.0,3432.43923415,8469950.0,98.87897803410883,0,0.0,0,0,0.0,1.398989042975843,0.44406150583244963
2018-06-08,8375000.0,8385000.0,8268000.0,8341000.0,2685.93901923,8431400.0,98.92781744431531,0,0.0,0,0,0.0,1.398989042975843,0.44225874867444326
2018-06-09,8341000.0,8370000.0,8205000.0,8233000.0,1658.39383848,8374550.0,98.30975992739909,0,0.0,0,0,0.0,1.398989042975843,0.4365323435843054
2018-06-10,8233000.0,8247000.0,7425000.0,7576000.0,7445.15112262,8286100.0,91.43022652393768,0,0.0,0,0,0.0,1.398989042975843,0.4016967126193001
2018-06-11,7576000.0,7662000.0,7362000.0,7635000.0,4309.230986,8220850.0,92.87360796024741,0,0.0,0,0,0.0,1.398989042975843,0.40482502651113467
2018-06-12,7635000.0,7685000.0,7270000.0,7350000.0,5044.24648135,8164200.0,90.027191886529,0,0.0,0,0,0.0,1.398989042975843,0.3897136797454931
2018-06-13,7350000.0,7390000.0,6951000.0,7040000.0,4943.24050185,8095450.0,86.96242951287452,0,0.0,0,0,0.0,1.398989042975843,0.37327677624602335
2018-06-14,7039000.0,7380000.0,6977000.0,7355000.0,6511.9470463,8047350.0,91.39654668928281,0,0.0,0,0,0.0,1.398989042975843,0.38997879109225875
2018-06-15,7363000.0,7399000.0,7151000.0,7180000.0,3302.08916025,7998250.0,89.76963710811741,0,0.0,0,0,0.0,1.398989042975843,0.3806998939554613
2018-06-16,7180000.0,7336000.0,7116000.0,7277000.0,2031.22860933,7953000.0,91.50006286935748,0,0.0,0,0,0.0,1.398989042975843,0.38584305408271474
2018-06-17,7275000.0,7329000.0,7206000.0,7218000.0,1502.42292843,7918750.0,91.1507498026835,0,0.0,0,0,0.0,1.398989042975843,0.38271474019088014
2018-06-18,7231000.0,7550000.0,7135000.0,7461000.0,3050.85296824,7876850.0,94.72060531811574,0,0.0,0,0,0.0,1.398989042975843,0.39559915164369036
2018-06-19,7461000.0,7649000.0,7370000.0,7553000.0,3830.01250877,7844150.0,96.28831677109693,0,0.0,0,0,0.0,1.398989042975843,0.40047720042417817
2018-06-20,7553000.0,7594000.0,7110000.0,7538000.0,5808.17313215,7806950.0,96.55499266679048,0,0.0,0,0,0.0,1.398989042975843,0.39968186638388126
2018-06-21,7538000.0,7580000.0,7445000.0,7511000.0,3078.51433366,7768400.0,96.68657638638587,0,0.0,0,0,0.0,1.398989042975843,0.39825026511134676
2018-06-22,7511000.0,7537000.0,6870000.0,6962000.0,6852.56894387,7699550.0,90.42086875206992,0,0.0,0,0,0.0,1.398989042975843,0.36914103923647934
