Strategy,Total Return (%),CAGR (%),MDD (%),Sharpe Ratio,Win Rate (%),Total Trades,Profit Factor
RSI Trend-Following - KAVA,1.6609265852443933,0.3837200056793888,-51.02963044515846,0.26658914550594154,33.33333333333333,24,1.3604011779462708
RSI Trend-Following - LINK,-87.27293695622606,-38.30479293778738,-88.20500664475657,-0.8779495428592662,15.625,32,0.40402365857042155
RSI Trend-Following - AXS,287.34329129747744,45.662442449535746,-49.44658182912989,0.5109769568158042,33.33333333333333,18,4.421981762556918
RSI Trend-Following - SAND,2096.1350560873375,125.3207931982517,-33.959884800938006,0.7781235573454662,42.10526315789473,19,6.4616635362152985
RSI Trend-Following - MANA,908.9356336638009,50.83800287660929,-52.358970906555456,0.7509866761375502,44.827586206896555,29,3.003524926857722
RSI Trend-Following - CHZ,1390.5227787305962,80.68895772024862,-73.36565398820288,0.471346003483073,39.285714285714285,28,11.054100415877626
RSI Trend-Following - ANKR,1374.7290416663764,61.52149054169882,-57.463709656019745,0.4559678562920463,31.03448275862069,29,6.677939455703602
RSI Trend-Following - VET,942.3588734690744,66.56803444276464,-38.74684624164155,0.7520311198517843,51.85185185185185,27,3.398196724173396
RSI Trend-Following - STEEM,-23.23903951340851,-3.782845850399541,-83.17098592733203,0.22921636653731844,26.31578947368421,38,1.3712054248893304
RSI Trend-Following - DOGE,503.41510853028177,62.338193302506895,-34.436665412553126,0.5697371927530166,38.095238095238095,21,5.375465103512349
RSI Trend-Following - XLM,-8.696664554164657,-1.317845821856689,-60.41149107221575,0.1587190605283192,39.473684210526315,38,1.1889809194518015
Z-Score Trend-Following - ATOM,-10.915196358687595,-2.0702478181726325,-61.429776102859215,0.17292528425860995,29.545454545454547,44,1.2038607208122454
Z-Score Trend-Following - ALGO,47.402040956300915,13.911592880776634,-31.08886641453359,0.4607763145349347,31.57894736842105,19,1.8048665251886489
Z-Score Trend-Following - HBAR,3584.9704106184918,101.45034084885145,-40.2283947100156,0.6660260788456045,50.0,30,6.953037555954997
Z-Score Trend-Following - NEAR,288.8146110044329,59.59500653937846,-27.40680462155266,0.8481450241056813,42.10526315789473,19,3.6442958233474054
Z-Score Trend-Following - EOS,329.82536035699235,24.56198843101871,-64.39119684278229,0.5794109532376411,40.0,40,2.1654896930120837
Z-Score Trend-Following - QTUM,651.2055445497016,34.18160196107509,-33.60028812941655,0.6500545618218455,38.775510204081634,49,2.3359297327155306
Z-Score Trend-Following - ZIL,2985.221017332519,69.41043495752746,-37.05040846753576,0.660431917037942,37.5,40,4.513616917655572
Z-Score Trend-Following - TRX,678.8484810759677,36.47371860833002,-29.891511851585186,0.6768264074899019,48.97959183673469,49,3.2106732599686234
Z-Score Trend-Following - AAVE,42.69087297945593,12.409934274797152,-29.88051984229849,0.4698058063281632,45.0,20,1.6494907234630192
Z-Score Trend-Following - KAVA,-35.17731335603022,-9.587717662855788,-58.747120251093776,0.06780241154149759,33.33333333333333,27,1.0748816569427435
Z-Score Trend-Following - LINK,-51.95318991746276,-15.779300219251535,-62.20436450572945,-0.27073773778108046,28.57142857142857,35,0.7728334498875961
Z-Score Trend-Following - AXS,26.06592460540622,6.6452911607760345,-51.84618686028196,0.3472079311273064,33.33333333333333,24,1.8466847707572742
Z-Score Trend-Following - SAND,775.204185751897,76.9033704803892,-61.17088248334927,0.5777103373727817,40.0,25,4.917478697399518
Z-Score Trend-Following - MANA,1131.186966118261,56.27356272925979,-43.82224775609108,0.5952079639497716,32.5,40,3.5218199260039773
Z-Score Trend-Following - CHZ,1408.3715834070586,81.16055905636996,-64.38130249154234,0.47233275852004464,40.0,35,10.434637657121224
Z-Score Trend-Following - ANKR,154.67424243779882,18.12304903488915,-66.16068524745863,0.44119673752481214,34.883720930232556,43,2.124654858499599
Z-Score Trend-Following - VET,3214.8258302008467,114.26855860552854,-18.3109030028615,1.0013849569055493,50.0,30,7.20811097160998
Z-Score Trend-Following - STEEM,-70.52328472375238,-16.315388684995913,-87.06264911445236,-0.057740280449177304,29.78723404255319,47,0.9351356881245635
Z-Score Trend-Following - DOGE,282.44984839095196,43.56122205245458,-53.77162197426869,0.5550475174120201,42.30769230769231,26,3.345359188726424
Z-Score Trend-Following - XLM,88.23939583348546,9.661730979725846,-66.92055876562551,0.38449641812511054,36.734693877551024,49,1.6149465987064906
